Uniprot Accession	Description	Gene	Peptides.used.for.quantitation	Confidence.score	Molecular weight (Da)	Dataset	Bnumber	Annotated functional COG groups (letter)	Annotated functional COG group (description)	Annotated functional COG class
P22524	Chromosome partition protein mukE OS=Escherichia coli (strain K12) GN=mukE PE=1 SV=5	mukE	5	288.07	26939.5778	2	b0923	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
P69506	Iron-sulfur cluster repair protein YtfE OS=Escherichia coli (strain K12) GN=ytfE PE=1 SV=1	ytfE	5	303.23	24848.55698	2	b4209	D	Cell cycle control, cell division, chromosome partitioning	CELLULAR PROCESSES AND SIGNALING
P0A830	Aerobic C4-dicarboxylate transport protein OS=Escherichia coli (strain K12) GN=dctA PE=1 SV=1	dctA	5	231.11	45388.7442	2	b3528	C	Energy production and conversion	METABOLISM
P28861	Ferredoxin--NADP reductase OS=Escherichia coli (strain K12) GN=fpr PE=1 SV=4	fpr	5	195.94	27715.30712	2	b3924	C	Energy production and conversion	METABOLISM
P0AEX5	Probable phosphoribulokinase OS=Escherichia coli (strain K12) GN=prkB PE=3 SV=1	prkB	5	537.41	32305.49054	2	b3355	C	Energy production and conversion	METABOLISM
P0ACY1	Putative NAD(P)H nitroreductase ydjA OS=Escherichia coli (strain K12) GN=ydjA PE=1 SV=1	ydjA	5	368.45	20028.12237	2	b1765	C	Energy production and conversion	METABOLISM
P0ACB4	Protoporphyrinogen IX dehydrogenase [menaquinone] OS=Escherichia coli (strain K12) GN=hemG PE=1 SV=1	hemG	5	283.55	21194.86359	2	b3850	CH	Energy production and conversion	METABOLISM
P20099	Biotin sulfoxide reductase OS=Escherichia coli (strain K12) GN=bisC PE=3 SV=3	bisC	5	262.53	85778.27471	2	b3551	C	Energy production and conversion	METABOLISM
P18775	Anaerobic dimethyl sulfoxide reductase chain A OS=Escherichia coli (strain K12) GN=dmsA PE=1 SV=2	dmsA	5	293.36	90323.09785	2	b0894	C	Energy production and conversion	METABOLISM
P0AC47	Fumarate reductase iron-sulfur subunit OS=Escherichia coli (strain K12) GN=frdB PE=1 SV=2	frdB	5	250.45	27087.16048	2	b4153	C	Energy production and conversion	METABOLISM
P0ADK6	Protein yibA OS=Escherichia coli (strain K12) GN=yibA PE=1 SV=1	yibA	5	157.05	31835.55097	1	b3594	C	Energy production and conversion	METABOLISM
P26649	Glycogen synthesis protein glgS OS=Escherichia coli (strain K12) GN=glgS PE=1 SV=1	glgS	5	192.39	7868.60495	1	b3049	-		
P0ACE3	Hemolysin expression-modulating protein OS=Escherichia coli (strain K12) GN=hha PE=1 SV=1	hha	5	245.15	8604.45853	2	b0460	-		
P76002	Uncharacterized protein ycgK OS=Escherichia coli (strain K12) GN=ycgK PE=1 SV=1	pliG	5	314.16	14878.71052	2	b1178	-		
P69411	Protein rcsF OS=Escherichia coli (strain K12) GN=rcsF PE=4 SV=1	rcsF	5	305.21	14136.20807	2	b0196	-		
P75791	Uncharacterized protein ybiU OS=Escherichia coli (strain K12) GN=ybiU PE=1 SV=1	ybiU	5	261.68	47281.55224	2	b0821	-		
P64455	Uncharacterized protein ydcY OS=Escherichia coli (strain K12) GN=ydcY PE=4 SV=1	ydcY	5	243.65	8776.45239	2	b1446	-		
P0AD10	Uncharacterized protein yecJ OS=Escherichia coli (strain K12) GN=yecJ PE=4 SV=1	yecJ	5	328.61	9098.77479	2	b4537	-		
P0ADS9	Uncharacterized protein yggN OS=Escherichia coli (strain K12) GN=yggN PE=4 SV=1	yggN	5	230.55	26394.56679	2	b2958	-		
P0ADK8	Uncharacterized protein yibL OS=Escherichia coli (strain K12) GN=yibL PE=1 SV=1	yibL	5	176.85	13669.27463	2	b3602	-		
P45800	Putative membrane protein igaA homolog OS=Escherichia coli (strain K12) GN=yrfF PE=1 SV=1	yrfF	5	236.01	79421.84741	2	b3398	-		
P0CB39	Phosphoethanolamine transferase CptA OS=Escherichia coli (strain K12) GN=cptA PE=1 SV=1	eptC	5	155.07	66549.84405	2		-		
P27829	UDP-N-acetyl-D-mannosamine dehydrogenase OS=Escherichia coli (strain K12) GN=wecC PE=3 SV=4	wecC	5	214.83	45791.59224	2		-		
P0AAH4	Peptide transport system ATP-binding protein SapD OS=Escherichia coli (strain K12) GN=sapD PE=3 SV=1	sapD	4	287.56	37618.44779	1	b1291	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
P0ABU9	Protein tolQ OS=Escherichia coli (strain K12) GN=tolQ PE=1 SV=1	tolQ	4	242.35	25563.37328	2	b0737	U	Intracellular trafficking, secretion, and vesicular transport	CELLULAR PROCESSES AND SIGNALING
P0AE82	Sensor protein CpxA OS=Escherichia coli (strain K12) GN=cpxA PE=1 SV=1	cpxA	4	235.68	51573.93701	2	b3911	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
P0A9E5	Fumarate and nitrate reduction regulatory protein OS=Escherichia coli (strain K12) GN=fnr PE=1 SV=1	fnr	4	297.69	27931.33827	2	b1334	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
P0AA89	Diguanylate cyclase DosC OS=Escherichia coli (strain K12) GN=dosC PE=1 SV=1	dosC	4	197.68	53126.63208	2	b1490	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
P0ACZ4	Positive transcription regulator evgA OS=Escherichia coli (strain K12) GN=evgA PE=1 SV=1	evgA	4	191.47	22657.79834	2	b2369	TK	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
P0AED5	Response regulator uvrY OS=Escherichia coli (strain K12) GN=uvrY PE=1 SV=1	uvrY	4	192.84	23859.35674	2	b1914	TK	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
P39176	Probable L,D-transpeptidase ErfK/SrfK OS=Escherichia coli (strain K12) GN=erfK PE=1 SV=2	erfK	4	407.55	34371.6386	2	b1990	S	Function unknown	POORLY CHARACTERIZED
P0AAC8	Iron-binding protein iscA OS=Escherichia coli (strain K12) GN=iscA PE=1 SV=1	iscA	4	178.35	11530.68237	2	b2528	S	Function unknown	POORLY CHARACTERIZED
P0AAA1	Inner membrane protein yagU OS=Escherichia coli (strain K12) GN=yagU PE=1 SV=1	yagU	4	264.36	22933.93416	2	b0287	S	Function unknown	POORLY CHARACTERIZED
P77717	Uncharacterized lipoprotein ybaY OS=Escherichia coli (strain K12) GN=ybaY PE=1 SV=1	ybaY	4	315.42	19401.25324	2	b0453	S	Function unknown	POORLY CHARACTERIZED
P0AAS7	Uncharacterized protein ybcJ OS=Escherichia coli (strain K12) GN=ybcJ PE=1 SV=1	ybcJ	4	176.96	7366.85319	2	b0528	S	Function unknown	POORLY CHARACTERIZED
P0A8J4	UPF0250 protein ybeD OS=Escherichia coli (strain K12) GN=ybeD PE=1 SV=1	ybeD	4	414.11	9803.11355	2	b0631	S	Function unknown	POORLY CHARACTERIZED
P0AB55	Protein yciI OS=Escherichia coli (strain K12) GN=yciI PE=1 SV=1	yciI	4	130.8	10577.40472	2	b1251	S	Function unknown	POORLY CHARACTERIZED
P76243	Uncharacterized protein yeaO OS=Escherichia coli (strain K12) GN=yeaO PE=1 SV=2	yeaO	4	266.18	13359.93617	2	b1792	S	Function unknown	POORLY CHARACTERIZED
P52007	Protein yecM OS=Escherichia coli (strain K12) GN=yecM PE=1 SV=3	yecM	4	257.8	21173.77695	2	b1875	S	Function unknown	POORLY CHARACTERIZED
P33355	Uncharacterized protein yehS OS=Escherichia coli (strain K12) GN=yehS PE=4 SV=1	yehS	4	234.72	17943.51142	2	b2124	S	Function unknown	POORLY CHARACTERIZED
P21515	Acyl carrier protein phosphodiesterase OS=Escherichia coli (strain K12) GN=acpH PE=3 SV=2	acpH	4	157.95	22928.39888	1	b0404	S	Function unknown	POORLY CHARACTERIZED
P37794	UPF0249 protein ChbG OS=Escherichia coli (strain K12) GN=chbG PE=2 SV=2	chbG	4	151.37	27738.11735	1	b1733	S	Function unknown	POORLY CHARACTERIZED
P68206	UPF0337 protein yjbJ OS=Escherichia coli (strain K12) GN=yjbJ PE=1 SV=1	yjbJ	4	158.23	8302.08165	2	b4045	S	Function unknown	POORLY CHARACTERIZED
P0AF50	Uncharacterized protein yjbR OS=Escherichia coli (strain K12) GN=yjbR PE=1 SV=1	yjbR	4	207.12	13492.97324	2	b4057	S	Function unknown	POORLY CHARACTERIZED
P64581	Uncharacterized protein yqjD OS=Escherichia coli (strain K12) GN=yqjD PE=4 SV=1	yqjD	4	297.36	11026.85535	2	b3098	S	Function unknown	POORLY CHARACTERIZED
P76035	Uncharacterized protein yciW OS=Escherichia coli (strain K12) GN=yciW PE=4 SV=2	yciW	4	206.64	42175.50636	2	b1287	S	Function unknown	POORLY CHARACTERIZED
P64559	UPF0350 protein ygfY OS=Escherichia coli (strain K12) GN=ygfY PE=1 SV=1	ygfY	4	166.41	10522.17255	1	b2897	S	Function unknown	POORLY CHARACTERIZED
P0ADS2	Cell division protein ZapA OS=Escherichia coli (strain K12) GN=zapA PE=1 SV=1	zapA	4	323.51	12568.40402	2	b2910	S	Function unknown	POORLY CHARACTERIZED
P32662	Phosphoglycolate phosphatase OS=Escherichia coli (strain K12) GN=gph PE=1 SV=1	gph	4	299.9	27353.99481	2	b3385	R	General function prediction only	POORLY CHARACTERIZED
Q47147	Putative glutamine amidotransferase yafJ OS=Escherichia coli (strain K12) GN=yafJ PE=4 SV=1	yafJ	4	204.27	28599.20568	2	b0223	R	General function prediction only	POORLY CHARACTERIZED
P75915	Uncharacterized protein ycdY OS=Escherichia coli (strain K12) GN=ycdY PE=3 SV=1	ycdY	4	340.76	20693.05671	2	b1035	R	General function prediction only	POORLY CHARACTERIZED
P31131	Protein YdeJ OS=Escherichia coli (strain K12) GN=ydeJ PE=3 SV=1	ydeJ	4	288.71	18291.23947	2	b1537	R	General function prediction only	POORLY CHARACTERIZED
P77376	Uncharacterized oxidoreductase ydgJ OS=Escherichia coli (strain K12) GN=ydgJ PE=1 SV=2	ydgJ	4	186.86	38215.63903	2	b1624	R	General function prediction only	POORLY CHARACTERIZED
P76329	Putative mannosyl-3-phosphoglycerate phosphatase OS=Escherichia coli (strain K12) GN=yedP PE=1 SV=1	yedP	4	432.05	30402.39167	2	b1955	R	General function prediction only	POORLY CHARACTERIZED
P63417	Uncharacterized N-acetyltransferase YhbS OS=Escherichia coli (strain K12) GN=yhbS PE=3 SV=1	yhbS	4	267.91	18504.27117	2	b3156	R	General function prediction only	POORLY CHARACTERIZED
P0AGF2	Uncharacterized sufE-like protein ygdK OS=Escherichia coli (strain K12) GN=ygdK PE=1 SV=1	csdE	4	181.99	15912.30672	2	b2811	R	General function prediction only	POORLY CHARACTERIZED
P0AC84	Hydroxyacylglutathione hydrolase OS=Escherichia coli (strain K12) GN=gloB PE=1 SV=1	gloB	4	253.41	28398.34858	2	b0212	R	General function prediction only	POORLY CHARACTERIZED
P0A823	Sugar fermentation stimulation protein A OS=Escherichia coli (strain K12) GN=sfsA PE=3 SV=1	sfsA	4	178.01	26194.26751	1	b0146	R	General function prediction only	POORLY CHARACTERIZED
P39187	Uncharacterized protein ytfJ OS=Escherichia coli (strain K12) GN=ytfJ PE=1 SV=1	ytfJ	4	204.24	20389.71435	2	b4216	R	General function prediction only	POORLY CHARACTERIZED
P37631	Uncharacterized protein yhiN OS=Escherichia coli (strain K12) GN=yhiN PE=4 SV=3	yhiN	4	169.61	43695.37296	1	b3492	R	General function prediction only	POORLY CHARACTERIZED
P0AF56	Uncharacterized protein yjcO OS=Escherichia coli (strain K12) GN=yjcO PE=4 SV=1	yjcO	4	209.11	25045.28681	1	b4078	R	General function prediction only	POORLY CHARACTERIZED
P0A6G3	Protein YgaD OS=Escherichia coli (strain K12) GN=ygaD PE=1 SV=1	pncC	4	177.7	17552.71915	2	b2700	R	General function prediction only	POORLY CHARACTERIZED
P0ADI7	Isochorismatase family protein yecD OS=Escherichia coli (strain K12) GN=yecD PE=1 SV=2	yecD	4	184.52	20421.60864	2	b1867	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
P77781	Esterase YdiI OS=Escherichia coli (strain K12) GN=ydiI PE=1 SV=1	ydiI	4	341.86	14917.66901	2	b1686	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
P0ADP2	Uncharacterized protein yigI OS=Escherichia coli (strain K12) GN=yigI PE=4 SV=1	yigI	4	139.2	17133.75136	2	b3820	Q	Secondary metabolites biosynthesis, transport and catabolism	METABOLISM
P67826	Copper homeostasis protein CutC OS=Escherichia coli (strain K12) GN=cutC PE=3 SV=1	cutC	4	122.96	26726.4102	2	b1874	P	Inorganic ion transport and metabolism	METABOLISM
P15028	Fe(3+) dicitrate-binding periplasmic protein OS=Escherichia coli (strain K12) GN=fecB PE=3 SV=3	fecB	4	184.67	33107.56426	1	b4290	P	Inorganic ion transport and metabolism	METABOLISM
P09833	Molybdenum import ATP-binding protein ModC OS=Escherichia coli (strain K12) GN=modC PE=1 SV=4	modC	4	319.18	39059.97064	2	b0765	P	Inorganic ion transport and metabolism	METABOLISM
P0AB52	Protein ychN OS=Escherichia coli (strain K12) GN=ychN PE=1 SV=1	ychN	4	337.48	12666.68706	2	b1219	P	Inorganic ion transport and metabolism	METABOLISM
P0AGI8	Trk system potassium uptake protein trkA OS=Escherichia coli (strain K12) GN=trkA PE=1 SV=1	trkA	4	262.49	50318.37257	2	b3290	P	Inorganic ion transport and metabolism	METABOLISM
P31827	Uncharacterized protein yddB OS=Escherichia coli (strain K12) GN=yddB PE=4 SV=2	yddB	4	202.45	89209.54745	1	b1495	P	Inorganic ion transport and metabolism	METABOLISM
P15031	Fe(3+) dicitrate transport ATP-binding protein FecE OS=Escherichia coli (strain K12) GN=fecE PE=1 SV=1	fecE	4	237.81	28154.54722	1	b4287	PH	Inorganic ion transport and metabolism	METABOLISM
P0AC51	Zinc uptake regulation protein OS=Escherichia coli (strain K12) GN=zur PE=1 SV=1	zur 	4	150.46	19223.57739	2	b4046	P	Inorganic ion transport and metabolism	METABOLISM
P77202	Thiol:disulfide interchange protein DsbG OS=Escherichia coli (strain K12) GN=dsbG PE=1 SV=2	dsbG	4	158.36	27459.24651	2	b0604	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
P23894	Protease HtpX OS=Escherichia coli (strain K12) GN=htpX PE=1 SV=1	htpX	4	184.81	31884.55363	2	b1829	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
P0C058	Small heat shock protein ibpB OS=Escherichia coli (strain K12) GN=ibpB PE=1 SV=1	ibpB	4	161.5	16065.15753	2	b3686	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
P0AEM0	FKBP-type 16 kDa peptidyl-prolyl cis-trans isomerase OS=Escherichia coli (strain K12) GN=fkpB PE=1 SV=2	fkpB	4	360.26	16052.92141	2	b0028	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
P24554	DNA repair protein radA OS=Escherichia coli (strain K12) GN=radA PE=3 SV=1	radA	4	110.86	49422.57371	2	b4389	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
P76256	M22 peptidase homolog yeaZ OS=Escherichia coli (strain K12) GN=yeaZ PE=1 SV=1	tsaB	4	217.44	25146.67925	2	b1807	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING
P0A725	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase OS=Escherichia coli (strain K12) GN=lpxC PE=3 SV=1	lpxC	4	231.03	33916.22523	2	b0096	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
P16926	Rod shape-determining protein mreC OS=Escherichia coli (strain K12) GN=mreC PE=3 SV=1	mreC	4	255.15	39487.79943	2	b3250	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
P0A742	Large-conductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscL PE=1 SV=1	mscL	4	495.61	14929.15587	2	b3291	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
P22634	Glutamate racemase OS=Escherichia coli (strain K12) GN=murI PE=1 SV=2	murI	4	138.67	30964.21429	2	b3967	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
P10100	Rare lipoprotein A OS=Escherichia coli (strain K12) GN=rlpA PE=1 SV=1	rlpA	4	250.85	37486.83992	2	b0633	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
P0AA91	Uncharacterized lipoprotein yeaY OS=Escherichia coli (strain K12) GN=yeaY PE=4 SV=1	yeaY	4	201.64	20889.78297	2	b1806	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
P0ADC1	LPS-assembly lipoprotein lptE OS=Escherichia coli (strain K12) GN=lptE PE=1 SV=1	lptE	4	207.07	21325.06865	2	b0641	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
P39310	Uncharacterized protein ytfB OS=Escherichia coli (strain K12) GN=ytfB PE=4 SV=2	ytfB	4	186.12	23472.89561	2	b4206	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
P39315	Quinone oxidoreductase 2 OS=Escherichia coli (strain K12) GN=qorB PE=1 SV=1	qorB	4	250.81	29697.29065	2	b4211	MG	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
P0ADE4	Uncharacterized protein ytfM OS=Escherichia coli (strain K12) GN=ytfM PE=1 SV=1	tamA	4	189.9	64738.07628	2	b4220	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
Q47150	Antitoxin DinJ OS=Escherichia coli (strain K12) GN=dinJ PE=1 SV=1	dinJ	4	313.29	9381.99717	2	b0226	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P0ACF4	DNA-binding protein HU-beta OS=Escherichia coli (strain K12) GN=hupB PE=1 SV=1	hupB	4	301.23	9201.98388	2	b0440	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P23367	DNA mismatch repair protein mutL OS=Escherichia coli (strain K12) GN=mutL PE=1 SV=2	mutL	4	185.38	67863.65578	2	b4170	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P03018	DNA helicase II OS=Escherichia coli (strain K12) GN=uvrD PE=1 SV=1	uvrD	4	217.92	81920.30694	2	b3813	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P0A8G9	Exodeoxyribonuclease 7 small subunit OS=Escherichia coli (strain K12) GN=xseB PE=1 SV=2	xseB	4	208.62	8928.51546	2	b0422	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
Q93K97	ADP-ribose pyrophosphatase OS=Escherichia coli (strain K12) GN=nudF PE=1 SV=2	nudF	4	273.04	23634.09928	2	b3034	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P0AFH0	Methylated-DNA--protein-cysteine methyltransferase OS=Escherichia coli (strain K12) GN=ogt PE=1 SV=1	ogt	4	262.85	19148.91391	1	b1335	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P25888	ATP-dependent RNA helicase rhlE OS=Escherichia coli (strain K12) GN=rhlE PE=1 SV=3	rhlE	4	167.68	49940.79918	2	b0797	LKJ	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P37128	GDP-mannose pyrophosphatase nudK OS=Escherichia coli (strain K12) GN=nudK PE=1 SV=2	nudK	4	178.09	21717.06677	2	b2467	LR	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P0A9Y6	Cold shock-like protein CspC OS=Escherichia coli (strain K12) GN=cspC PE=1 SV=2	cspC	4	345.96	7379.75048	2	b1823	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0A968	Cold shock-like protein CspD OS=Escherichia coli (strain K12) GN=cspD PE=1 SV=1	cspD	4	294.01	7945.88707	2	b0880	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0A972	Cold shock-like protein CspE OS=Escherichia coli (strain K12) GN=cspE PE=1 SV=2	cspE	4	223.44	7440.80325	2	b0623	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACL5	Glc operon transcriptional activator OS=Escherichia coli (strain K12) GN=glcC PE=4 SV=1	glcC	4	177.75	28790.28432	2	b2980	K	Transcription	INFORMATION STORAGE AND PROCESSING
P36771	Probable HTH-type transcriptional regulator lrhA OS=Escherichia coli (strain K12) GN=lrhA PE=4 SV=2	lrhA	4	177.24	34553.72226	2	b2289	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0A8W0	Transcriptional regulator nanR OS=Escherichia coli (strain K12) GN=nanR PE=3 SV=1	nanR	4	251.29	29488.0806	2	b3226	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0A6Z6	Nickel-responsive regulator OS=Escherichia coli (strain K12) GN=nikR PE=1 SV=1	nikR	4	422.5	15066.51645	2	b3481	K	Transcription	INFORMATION STORAGE AND PROCESSING
P76086	Phenylacetic acid degradation operon negative regulatory protein paaX OS=Escherichia coli (strain K12) GN=paaX PE=1 SV=1	paaX	4	190.88	35254.60123	2	b1399	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACL9	Pyruvate dehydrogenase complex repressor OS=Escherichia coli (strain K12) GN=pdhR PE=1 SV=1	pdhR	4	224.5	29389.36331	2	b0113	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACR4	Uncharacterized HTH-type transcriptional regulator yeiE OS=Escherichia coli (strain K12) GN=yeiE PE=4 SV=1	yeiE	4	150.44	32685.2267	2	b2157	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACK2	Putative aga operon transcriptional repressor OS=Escherichia coli (strain K12) GN=agaR PE=4 SV=1	agaR	4	130.9	29536.09198	2	b3131	KG	Transcription	INFORMATION STORAGE AND PROCESSING
P32144	Uncharacterized HTH-type transcriptional regulator yihW OS=Escherichia coli (strain K12) GN=yihW PE=4 SV=2	yihW	4	148.82	28471.68182	2	b3884	KG	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACL7	Putative L-lactate dehydrogenase operon regulatory protein OS=Escherichia coli (strain K12) GN=lldR PE=2 SV=1	lldR	4	148.17	29129.87064	1	b3604	K	Transcription	INFORMATION STORAGE AND PROCESSING
P13669	Mannosyl-D-glycerate transport/metabolism system repressor mngR OS=Escherichia coli (strain K12) GN=mngR PE=1 SV=1	mngR	4	219.41	28237.64919	1	b0730	K	Transcription	INFORMATION STORAGE AND PROCESSING
P77295	Probable HTH-type transcriptional regulator ygaV OS=Escherichia coli (strain K12) GN=ygaV PE=1 SV=1	ygaV	4	398.22	10571.51605	1	b2667	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACS5	HTH-type transcriptional regulator zntR OS=Escherichia coli (strain K12) GN=zntR PE=1 SV=1	zntR	4	149.32	16151.02009	1	b3292	K	Transcription	INFORMATION STORAGE AND PROCESSING
P06961	Multifunctional CCA protein OS=Escherichia coli (strain K12) GN=cca PE=1 SV=1	cca	4	145.73	46419.98726	2	b3056	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
