KEGG ID	Gene name	Definition
b2518	ndk, eck2514, jw2502	multifunctional nucleoside diphosphate kinase and apyrimidinic
b2519	pbpc, eck2515, jw2503, yfgn	fused transglycosylase/transpeptidase (ec:2,4,1,-)
b2520	yfhm, eck2516, jw2504	conserved protein
b2521	ssea, eck2517, jw2505	3-mercaptopyruvate sulfurtransferase (ec:2,8,1,2)
b2522	sseb, eck2519, jw5404	rhodanase-like enzyme, sulfur transfer from thiosulfate
b2523	pepb, eck2520, jw2507, yfhi	aminopeptidase b (ec:3,4,11,23)
b2524	iscx, eck2521, jw2508, yfhj	conserved protein
b2525	fdx, eck2522, jw2509	
b2526	hsca, eck2523, hsc, jw2510	dnak-like molecular chaperone specific for iscu
b2527	hscb, eck2524, jw2511, yfhe	dnaj-like molecular chaperone specific for iscu
b2528	isca, eck2525, jw2512, yfhf	fes cluster assembly protein
b2529	iscu, eck2526, jw2513, nifu, yfhn	scaffold protein
b2530	iscs, eck2527, jw2514, nuvc, yfho, yzzo	cysteine desulfurase (trna sulfurtransferase), plp-dependent
b2531	iscr, eck2528, jw2515, yfhp	dna-binding transcriptional repressor
b2532	trmj, eck2529, jw2516, yfhq	trna mc32/mu32 methyltransferase, sam-dependent
b2533	suhb, eck2530, jw2517, ssya	inositol monophosphatase (ec:3,1,3,25)
b2534	yfhr, eck2531, jw2518	predicted peptidase
b2535	csie, csi-16, eck2532, jw5878	stationary phase inducible protein
b2536	hcat, eck2533, jw2520, yfhs	predicted 3-phenylpropionic transporter
b2537	hcar, eck2534, jw2521, phdr, yfht	dna-binding transcriptional activator of 3-phenylpropionic acid
b2538	hcae, diga, eck2535, hcaa, hcaa1, jw2522, phdc1, yfhu	3-phenylpropionate dioxygenase, large (alpha) subunit
b2539	hcaf, digb, eck2536, hcaa, hcaa2, hcab, jw2523, phdc2, yfhv	3-phenylpropionate dioxygenase, small (beta) subunit (ec:1,14,12,19)
b2540	hcac, eck2537, hcaa3, jw2524, phdb, yfhw	3-phenylpropionate dioxygenase, predicted ferredoxin subunit
b2541	hcab, eck2538, jw2525, phdd, yfhx	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase (ec:1,3,1,-)
b2542	hcad, eck2539, hcaa4, jw2526, phda, yfhy	phenylpropionate dioxygenase, ferredoxin reductase subunit
b2543	ypha, eck2540, jw2527	predicted inner membrane protein
b2544	yphb, eck2541, jw2528	conserved protein
b2545	yphc, eck2542, jw5842	predicted oxidoreductase, zn-dependent and nad(p)-binding
b2546	yphd, eck2543, jw2530	predicted sugar transporter subunit: membrane component of abc
b2547	yphe, eck2544, jw2531	fused predicted sugar transporter subunits of abc superfamily:
b2548	yphf, eck2545, jw2532	predicted sugar transporter subunit: periplasmic-binding component
b2549	yphg, eck2546, jw5405	conserved protein
b2550	yphh, eck2547, jw5406	predicted dna-binding transcriptional regulator
b2551	glya, eck2548, jw2535	serine hydroxymethyltransferase (ec:2,1,2,1)
b2552	hmp, eck2549, fsrb, hmpa, jw2536	fused nitric oxide dioxygenase/dihydropteridine reductase 2
b2553	glnb, eck2550, jw2537	regulatory protein p-ii for glutamine synthetase
b2554	qsef, eck2551, jw2538, yfha	predicted dna-binding response regulator in two-component system
b2555	qseg, eck2552, jw2539, yfhg	conserved protein
b2556	qsee, eck2553, jw5407, yfhk, yfhz	predicted sensory kinase in two-component system
b2557	purl, eck2555, jw2541, purg, puri	phosphoribosylformyl-glycineamide synthetase (ec:6,3,5,3)
b2558	mltf, eck2556, jw2542, yfhd	predicted periplasmic binding protein/transglycosylase
b2559	tada, eck2557, jw2543, yfhc	trna-specific adenosine deaminase (ec:3,5,4,-)
b2560	yfhb, eck2558, jw5408	conserved protein
b2561	yfhh, eck2559, jw2545	predicted dna-binding transcriptional regulator
b2562	yfhl, eck2560, jw2546	predicted 4fe-4s cluster-containing protein
b2563	acps, dpj, eck2561, jw2547	holo-
b2564	pdxj, eck2562, jw2548	pyridoxine 5'-phosphate synthase
b2565	reco, eck2563, jw2549	gap repair protein
b2566	era, eck2564, jw2550, sdge	membrane-associated, 16s rrna-binding gtpase
b2567	rnc, eck2565, jw2551, rana	rnase iii (ec:3,1,26,3)
b2568	lepb, eck2566, jw2552, lep	leader peptidase (signal peptidase i) (ec:3,4,21,89)
b2569	lepa, eck2567, jw2553	gtp-binding membrane protein
b2570	rsec, eck2568, jw2554	rsec protein involved in reduction of the soxr iron-sulfur cluster
b2571	rseb, eck2569, jw2555	anti-sigma factor
b2572	rsea, eck2570, jw2556, mcla, yfij	anti-sigma factor
b2573	rpoe, eck2571, jw2557, sige	rna polymerase, sigma 24 (sigma e) factor
b2574	nadb, eck2572, jw2558, nic, nicb	quinolinate synthase, l-aspartate oxidase (b protein) subunit
b2575	yfic, eck2573, jw2559	predicted s-adenosyl-l-methionine-dependent methyltransferase
b2576	srmb, eck2574, jw2560, rbab, rhla	atp-dependent rna helicase (ec:2,7,7,-)
b2577	yfie, eck2575, jw2561	predicted dna-binding transcriptional regulator
b2578	eamb, eck2576, jw2562, yfik	neutral amino-acid efflux system
b2579	yfid, eck2577, grca, jw2563	pyruvate formate lyase subunit
b2580	ung, eck2578, jw2564	uracil-dna-glycosylase (ec:3,2,2,-)
b2581	yfif, eck2579, jw2565	predicted methyltransferase
b2582	trxc, eck2580, jw2566, yfig	thioredoxin 2 (ec:1,8,1,8)
b2583	yfip, eck2581, jw5409	conserved protein
b2584	yfiq, eck2582, jw2568, pat	fused predicted acyl-coa synthetase: nad(p)-binding
b2585	pssa, eck2583, jw2569, pss	phosphatidylserine synthase (cdp-diacylglycerol-serine
b2586	yfim, eck2584, jw2570	predicted protein
b2587	kgtp, eck2585, jw2571, wita	alpha-ketoglutarate transporter
b2591	rrsg, eck2589, jwr0054	16s ribosomal rna of rrng operon
b2592	clpb, eck2590, htpm, jw2573	protein disaggregation chaperone
b2593	yfih, eck2591, jw2575	conserved protein
b2594	rlud, eck2592, jw2576, sfhb, yfii	23s rrna pseudouridine synthase (ec:4,2,1,70)
b2595	bamd, ecfd, eck2593, jw2577, yfio	predicted lipoprotein
b2597	raia, eck2594, jw2578, yfia	cold shock protein associated with 30s ribosomal subunit
b2599	phea, eck2596, jw2580	fused chorismate mutase p/prephenate dehydratase (ec:5,4,99,5
b2600	tyra, eck2597, jw2581	fused chorismate mutase t/prephenate dehydrogenase (ec:5,4,99,5
b2601	arof, eck2598, jw2582	3-deoxy-d-arabino-heptulosonate-7-phosphate synthase,
b2602	yfil, eck2599, jw5412	predicted protein
b2603	yfir, eck2600, jw2584	predicted protein
b2604	yfin, eck2601, jw2585	predicted diguanylate cyclase
b2605	yfib, eck2602, jw2586	predicted outer membrane lipoprotein
b2606	rpls, eck2603, jw2587	50s ribosomal subunit protein l19
b2607	trmd, eck2604, jw2588	trna m(1)g37 methyltransferase, sam-dependent (ec:2,1,1,31)
b2608	rimm, eck2605, jw5413, yfja	16s rrna processing protein
b2609	rpsp, eck2606, jw2590	30s ribosomal subunit protein s16
b2610	ffh, eck2607, jw5414	signal recognition particle (srp) component with 4,5s rna (ffs)
b2611	ypjd, core, eck2608, jw2592	predicted inner membrane protein
b2614	grpe, eck2610, jw2594	heat shock protein
b2615	nadk, eck2611, jw2596, yfjb, yfje	nad kinase (ec:2,7,1,23)
b2616	recn, eck2612, jw5416, radb	recombination and repair protein
b2617	smpa, eck2613, jw2598, smqa	small membrane lipoprotein
b2618	yfjf, eck2614, jw2599	predicted protein
b2619	yfjg, eck2615, jw2600	conserved protein
b2620	smpb, eck2616, jw2601, smqb	trans-translation protein
b2621	ssra, eck2617, jwr0055, sipb	b2621
b2622	inta, eck2618, intx, jw2602, slpa	cp4-57 prophage; integrase
b2623	yfjh, eck2619, jw2603	cp4-57 prophage; predicted protein
b2624	alpa, eck2620, jw2604	cp4-57 prophage; dna-binding transcriptional activator
b2625	yfji, eck2621, jw2605	cp4-57 prophage; predicted protein
b2626	yfjj, eck2622, jw2607	cp4-57 prophage; predicted protein
b2627	yfjk, eck2623, jw2608	cp4-57 prophage; conserved protein
b2628	yfjl, eck2624, jw2609	cp4-57 prophage; predicted protein
b2629	yfjm, eck2625, jw2610	cp4-57 prophage; predicted protein
b2630	rnla, eck2626, jw2611, std, yfjn	cp4-57 prophage; rnase ls
b2631	yfjo, eck2627, jw5418	cp4-57 prophage; predicted protein
b2632	yfjp, eck2628, jw5419	cp4-57 prophage; predicted gtp-binding protein
b2633	yfjq, eck2629, jw2614	cp4-57 prophage; predicted protein
b2634	yfjr, eck2630, jw2615	cp4-57 prophage; predicted dna-binding transcriptional regulator
b2635	ypjk, eck2631, jw5888	cp4-57 prophage; predicted inner membrane protein
b2636	yfjs, eck2632, jw5921	cp4-57 prophage; predicted protein
b2637	yfjt, eck2633, jw2618	cp4-57 prophage; predicted protein
b2638	yfju, eck2634, jw2619	pseudogene
b2641	yfjv, eck2635, jw5922, ypjl, ypjm	pseudogene
b2642	yfjw, eck2638, jw2623	cp4-57 prophage; predicted inner membrane protein
b2643	yfjx, eck2639, jw2624	cp4-57 prophage; predicted antirestriction protein
b2644	yfjy, eck2640, jw2625	cp4-57 prophage; predicted dna repair protein
b2645	yfjz, eck2642, jw2626	cp4-57 prophage; antitoxin of the ypjf-yfjz toxin-antitoxin system
b2646	ypjf, eck2643, jw2627	cp4-57 prophage; toxin of the ypjf-yfjz toxin-antitoxin system
b2647	ypja, eck2644, jw5422	adhesin-like autotransporter
b2648	pinh, eck2645, jw5423, ypjg	pseudogene
b2650	ypjc, eck2646, jw2629, ypjb	pseudogene
b2652	iley, eck2648, jwr0056	trna-ile
b2659	csid, csi-12, eck2653, jw5427, ygat	predicted protein
b2660	lhgo, eck2654, jw2635, ygaf	predicted enzyme
b2661	gabd, eck2655, jw2636	succinate-semialdehyde dehydrogenase i, nadp-dependent (ec:1,2,1,16)
b2662	gabt, eck2656, jw2637	4-aminobutyrate aminotransferase, plp-dependent (ec:2,6,1,19)
b2663	gabp, eck2657, jw2638	gamma-aminobutyrate transporter
b2664	csir, eck2658, gabc, jw2639, ygae	dna-binding transcriptional dual regulator
b2665	ygau, eck2659, jw2640, yzzm	predicted protein
b2666	yqae, eck2660, jw2641	predicted membrane protein
b2667	ygav, eck2661, jw2642	predicted dna-binding transcriptional regulator
b2668	ygap, eck2662, jw2643	predicted inner membrane protein with hydrolase activity
b2669	stpa, eck2663, hnsb, jw2644, rsv	dna binding protein, nucleoid-associated
b2670	ygaw, eck2664, jw2645	predicted inner membrane protein
b2671	ygac, eck2665, jw2646	predicted protein
b2672	ygam, eck2666, jw2647	predicted protein
b2673	nrdh, eck2667, jw2648, ygan	glutaredoxin-like protein
b2674	nrdi, eck2668, jw2649, ygao	protein that stimulates ribonucleotide reduction
b2675	nrde, eck2669, jw2650	ribonucleoside-diphosphate reductase 2, alpha subunit (ec:1,17,4,1)
b2676	nrdf, eck2670, jw2651, ygad	ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like
b2677	prov, eck2671, jw2652, osra, prou	glycine betaine transporter subunit
b2678	prow, eck2672, jw2653, osra, prou	glycine betaine transporter subunit
b2679	prox, eck2673, jw2654, osra, prou	glycine betaine transporter subunit
b2681	ygay, eck2674, jw2655, ygax	pseudogene
b2682	ygaz, eck2676, jw2657	predicted transporter
b2683	ygah, eck2677, jw2658	predicted inner membrane protein
b2684	mpra, eck2678, emrr, jw2659	dna-binding transcriptional repressor of microcin b17 synthesis and
b2685	emra, eck2679, jw2660	multidrug efflux system
b2686	emrb, eck2680, jw2661	multidrug efflux system protein
b2687	luxs, eck2681, jw2662, ygag	s-ribosylhomocysteinase
b2688	gsha, eck2683, gshi, jw2663	gamma-glutamate-cysteine ligase (ec:6,3,2,2)
b2689	yqaa, eck2684, jw2664	conserved inner membrane protein
b2690	yqab, eck2685, jw2665	predicted hydrolase
b2694	argv, argvalpha, eck2689, jwr0060	trna-arg
b2695	serv, eck2690, jwr0061, supd	trna-ser
b2696	csra, eck2691, jw2666, zfia	pleiotropic regulatory protein for carbon source metabolism
b2697	alas, act, ala-act, eck2692, jw2667, lovb	alanyl-trna synthetase (ec:6,1,1,7)
b2698	recx, eck2693, jw2668, oraa	regulatory protein for reca
b2699	reca, eck2694, jw2669, lexb, rech, rnmb, srf, tif, umub, umur, zab	dna strand exchange and recombination protein with protease and
b2700	ygad, eck2695, jw2670	conserved protein
b2701	mltb, eck2696, jw2671	membrane-bound lytic murein transglycosylase b (ec:3,2,1,-)
b2702	srla, eck2697, guta, jw5429, sbl	glucitol/sorbitol-specific enzyme iic component of pts
b2703	srle, eck2698, guta, gute, jw5430, sbl, srla	glucitol/sorbitol-specific enzyme iib component of pts (ec:2,7,1,69)
b2704	srlb, eck2699, gutb, jw2673	glucitol/sorbitol-specific enzyme iia component of pts (ec:2,7,1,69)
b2705	srld, eck2700, gutd, jw2674	sorbitol-6-phosphate dehydrogenase (ec:1,1,1,140)
b2706	gutm, eck2701, jw2675, srlm	dna-binding transcriptional activator of glucitol operon
b2707	srlr, eck2702, gutr, jw2676	dna-bindng transcriptional repressor
b2708	gutq, eck2703, jw5431, srlq	predicted phosphosugar-binding protein
b2709	norr, eck2704, jw5843, ygaa	dna-binding transcriptional activator
b2710	norv, eck2705, flrd, jw2680, ygai, ygaj, ygak	flavorubredoxin oxidoreductase
b2711	norw, eck2706, jw2681, ygal, ygbd	nadh:flavorubredoxin oxidoreductase (ec:1,18,1,-)
b2712	hypf, eck2707, hyda, jw5433	carbamoyl phosphate phosphatase and maturation protein for
b2713	hydn, eck2708, jw2683	formate dehydrogenase-h,
b2714	ascg, eck2709, jw5434, sac	dna-binding transcriptional repressor
b2715	ascf, eck2710, jw5435, sac	fused cellobiose/arbutin/salicin-specific pts enzymes: iib
b2716	ascb, eck2711, jw2686, sac	cryptic 6-phospho-beta-glucosidase (ec:3,2,1,86)
b2717	hyci, eck2712, jw2687	protease involved in processing c-terminal end of hyce (ec:3,4,-,-)
b2718	hych, eck2713, hevh, jw2688	protein required for maturation of hydrogenase 3
b2719	hycg, eck2714, hevg, jw2689	hydrogenase 3 and formate hydrogenase complex, hycg subunit
b2720	hycf, eck2715, hevf, jw2690	formate hydrogenlyase complex iron-sulfur protein (ec:1,12,7,2)
b2721	hyce, eck2716, heve, jw2691	hydrogenase 3, large subunit (ec:1,12,7,2)
b2722	hycd, eck2717, hevd, jw2692	hydrogenase 3, membrane subunit
b2723	hycc, eck2718, hevc, jw2693	hydrogenase 3, membrane subunit
b2724	hycb, eck2719, hevb, jw2694	hydrogenase 3, fe-s subunit (ec:1,12,7,2)
b2725	hyca, eck2720, heva, jw2695	regulator of the transcriptional regulator fhla
b2726	hypa, eck2721, jw2696	protein involved in nickel insertion into hydrogenases 3
b2727	hypb, eck2722, hydb, hyde, jw2697	gtp hydrolase involved in nickel liganding into hydrogenases
b2728	hypc, eck2723, jw2698	protein required for maturation of hydrogenases 1 and 3
b2729	hypd, eck2724, hydf, jw2699	protein required for maturation of hydrogenases
b2730	hype, eck2725, hydb, jw2700	carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein
b2731	fhla, eck2726, fhl, jw2701	dna-binding transcriptional activator
b2732	ygba, eck2727, jw2702	predicted protein
b2733	muts, ant, eck2728, fdv, jw2703, plm	methyl-directed mismatch repair protein
b2734	pphb, eck2729, jw2704, prpb, ygbh	serine/threonine-specific protein phosphatase 2 (ec:3,1,3,16)
b2735	ygbi, eck2730, jw2705	predicted dna-binding transcriptional regulator
b2736	ygbj, eck2731, jw2706	predicted dehydrogenase, with nad(p)-binding rossmann-fold domain
b2737	ygbk, eck2732, jw2707	conserved protein
b2738	ygbl, eck2733, jw2708	predicted class ii aldolase
b2739	ygbm, eck2734, jw2709	conserved protein
b2740	ygbn, eck2735, jw2710	predicted transporter
b2741	rpos, abrd, appr, csi2, dpeb, eck2736, jw5437, katf, nur, otsx, sigs	rna polymerase, sigma s (sigma 38) factor
b2742	nlpd, eck2737, jw2712	predicted outer membrane lipoprotein
b2743	pcm, eck2738, jw2713	l-isoaspartate protein carboxylmethyltransferase type ii
b2744	sure, eck2739, jw2714, ygbc	broad specificity 5'(3')-nucleotidase and polyphosphatase
b2745	trud, eck2740, jw2715, ygbo	trna(glu) u13 pseudouridine synthase (ec:4,2,1,70)
b2746	ispf, eck2741, jw2716, ygbb	2c-methyl-d-erythritol 2,4-cyclodiphosphate synthase (ec:4,6,1,12)
b2747	ispd, eck2742, jw2717, ygbp	4-diphosphocytidyl-2c-methyl-d-erythritol synthase (ec:2,7,7,60)
b2748	ftsb, eck2743, jw2718, ygbq	cell division protein
b2749	ygbe, eck2744, jw2719	conserved inner membrane protein
b2750	cysc, eck2745, jw2720	adenosine 5'-phosphosulfate kinase (ec:2,7,1,25)
b2751	cysn, eck2746, jw2721	sulfate adenylyltransferase, subunit 1 (ec:2,7,7,4)
b2752	cysd, eck2747, jw2722	sulfate adenylyltransferase, subunit 2 (ec:2,7,7,4)
b2753	iap, eck2748, jw2723	aminopeptidase in alkaline phosphatase isozyme conversion
b2754	ygbf, cas2, eck2749, jw5438	predicted protein
b2755	ygbt, cas1, eck2750, jw2725	conserved protein
b2756	case, cse3, eck2751, jw2726, ygch	predicted protein
b2757	casd, cas5, eck2752, jw5844, ygci	predicted protein
b2758	casc, cse4, eck2753, jw2728, ygcj	predicted protein
b2759	casb, cse2, eck2754, jw2729, ygck	predicted protein
b2760	casa, cse1, eck2755, jw2730, ygcl	predicted protein
b2761	ygcb, cas3, eck2756, jw2731	conserved protein, member of dead box family
b2762	cysh, eck2757, jw2732	3'-phosphoadenosine 5'-phosphosulfate reductase (ec:1,8,4,8)
b2763	cysi, eck2758, jw2733	sulfite reductase, beta subunit, nad(p)-binding, heme-binding
b2764	cysj, eck2759, jw2734	sulfite reductase, alpha subunit, flavoprotein (ec:1,8,1,2 1,5,1,29)
b2765	qued, eck2760, jw2735, sscr, ygcm	6-pyruvoyl tetrahydrobiopterin synthase (ptps)
b2766	ygcn, eck2761, jw2736	predicted oxidoreductase with fad/nad(p)-binding domain
b2767	ygco, eck2762, jw2737	predicted 4fe-4s cluster-containing protein
b2768	ygcp, eck2763, jw2738	predicted anti-terminator regulatory protein
b2769	ygcq, eck2764, jw5440	predicted flavoprotein
b2770	ygcr, eck2765, jw5441	predicted flavoprotein
b2771	ygcs, eck2766, jw5845	predicted transporter
b2774	ygcw, eck2768, jw5443	predicted deoxygluconate dehydrogenase
b2775	yqce, eck2769, jw2746, yqcf	predicted transporter
b2776	ygce, eck2770, jw5444	predicted kinase
b2777	ygcf, eck2771, jw2748, quee	conserved protein
b2778	ygcg, eck2772, jw5445	predicted protein
b2779	eno, eck2773, jw2750	enolase (ec:4,2,1,11)
b2780	pyrg, eck2774, jw2751	ctp synthetase (ec:6,3,4,2)
b2781	mazg, eck2775, jw2752	nucleoside triphosphate pyrophosphohydrolase
b2782	mazf, chpa, chpak, eck2776, jw2753	toxin of the chpa-chpr toxin-antitoxin system, endoribonuclease
b2783	maze, chpai, chpr, eck2777, jw2754, tasa	antitoxin of the chpa-chpr toxin-antitoxin system
b2784	rela, eck2778, jw2755, rc	(p)ppgpp synthetase i/gtp pyrophosphokinase (ec:2,7,6,5)
b2785	ruma, eck2779, jw2756, ygca	23s rrna m(5)u1939 methyltransferase, sam-dependent (ec:2,1,1,-)
b2786	bara, airs, eck2780, jw2757	hybrid sensory histidine kinase, in two-component regulatory system
b2787	gudd, eck2781, jw2758, ygcx	(d)-glucarate dehydratase 1 (ec:4,2,1,40)
b2788	gudx, eck2782, jw2759, ygcy	predicted glucarate dehydratase
b2789	gudp, eck2783, jw2760, ygcz	predicted d-glucarate transporter
b2790	yqca, eck2784, jw2761	predicted flavoprotein
b2791	truc, eck2785, jw2762, yqcb	trna u65 pseudouridine synthase (ec:4,2,1,70)
b2792	yqcc, eck2786, jw2763	conserved protein
b2793	syd, eck2788, jw2764, ydr	predicted protein
b2794	quef, eck2789, jw2765, yqcd	7-cyano-7-deazaguanine reductase (nadph-dependent) (ec:1,7,1,-)
b2795	ygdh, eck2790, jw2766	conserved protein
b2796	sdac, dcra, eck2791, jw2767	predicted serine transporter
b2797	sdab, eck2792, jw2768	l-serine deaminase ii (ec:4,3,1,17)
b2798	ygdg, eck2793, exo, jw5446, xni	ssb-binding protein, misidentified as exoix (ec:3,1,11,-)
b2799	fuco, eck2794, jw2770	l-1,2-propanediol oxidoreductase (ec:1,1,1,77)
b2800	fuca, eck2795, fucc, jw2771, prd	l-fuculose-1-phosphate aldolase (ec:4,1,2,17)
b2801	fucp, eck2796, jw2772	l-fucose transporter
b2802	fuci, eck2797, jw2773	l-fucose isomerase (ec:5,3,1,25)
b2803	fuck, eck2798, jw2774	l-fuculokinase (ec:2,7,1,51)
b2804	fucu, eck2799, jw2775	l-fucose mutarotase
b2805	fucr, eck2800, jw2776	dna-binding transcriptional activator
b2806	ygde, eck2801, jw2777	predicted methyltransferase
